delivery_id,date,product_id,qty,warehouse_id,store_id
DVWS_000020,01/01/2022,PRD_279,93,WRH_004,STR_004
DVWS_000020,01/01/2022,PRD_298,32,WRH_004,STR_004
DVWS_000020,01/01/2022,PRD_009,7,WRH_004,STR_004
DVWS_000021,01/01/2022,PRD_200,45,WRH_001,STR_004
DVWS_000021,01/01/2022,PRD_086,98,WRH_001,STR_004
DVWS_000022,01/01/2022,PRD_110,25,WRH_003,STR_004
DVWS_000022,01/01/2022,PRD_113,83,WRH_003,STR_004
DVWS_000022,01/01/2022,PRD_047,89,WRH_003,STR_004
DVWS_000022,01/01/2022,PRD_219,42,WRH_003,STR_004
DVWS_000023,01/01/2022,PRD_056,45,WRH_009,STR_005
DVWS_000023,01/01/2022,PRD_207,91,WRH_009,STR_005
DVWS_000023,01/01/2022,PRD_115,72,WRH_009,STR_005
DVWS_000023,01/01/2022,PRD_155,73,WRH_009,STR_005
DVWS_000024,01/01/2022,PRD_233,25,WRH_003,STR_005
DVWS_000024,01/01/2022,PRD_151,30,WRH_003,STR_005
DVWS_000024,01/01/2022,PRD_107,57,WRH_003,STR_005
DVWS_000025,01/01/2022,PRD_229,88,WRH_002,STR_005
DVWS_000025,01/01/2022,PRD_012,5,WRH_002,STR_005
DVWS_000025,01/01/2022,PRD_282,12,WRH_002,STR_005
DVWS_000025,01/01/2022,PRD_258,38,WRH_002,STR_005
DVWS_000026,01/01/2022,PRD_184,80,WRH_001,STR_005
DVWS_000026,01/01/2022,PRD_227,55,WRH_001,STR_005
DVWS_000027,01/01/2022,PRD_194,61,WRH_008,STR_005
DVWS_000027,01/01/2022,PRD_058,65,WRH_008,STR_005
DVWS_000027,01/01/2022,PRD_136,53,WRH_008,STR_005
DVWS_000027,01/01/2022,PRD_305,100,WRH_008,STR_005
DVWS_000027,01/01/2022,PRD_177,56,WRH_008,STR_005
DVWS_000028,01/01/2022,PRD_156,69,WRH_007,STR_005
DVWS_000028,01/01/2022,PRD_226,60,WRH_007,STR_005
DVWS_000028,01/01/2022,PRD_285,55,WRH_007,STR_005
DVWS_000029,01/01/2022,PRD_245,70,WRH_005,STR_005
DVWS_000030,01/01/2022,PRD_201,13,WRH_004,STR_005
DVWS_000030,01/01/2022,PRD_199,51,WRH_004,STR_005
DVWS_000030,01/01/2022,PRD_253,34,WRH_004,STR_005
DVWS_000030,01/01/2022,PRD_270,97,WRH_004,STR_005
DVWS_000030,01/01/2022,PRD_248,86,WRH_004,STR_005
DVWS_000031,01/01/2022,PRD_114,38,WRH_006,STR_005
DVWS_000032,01/01/2022,PRD_147,53,WRH_001,STR_006
DVWS_000032,01/01/2022,PRD_196,5,WRH_001,STR_006
DVWS_000032,01/01/2022,PRD_281,38,WRH_001,STR_006
DVWS_000033,01/01/2022,PRD_184,97,WRH_007,STR_006
DVWS_000033,01/01/2022,PRD_018,29,WRH_007,STR_006
DVWS_000034,01/01/2022,PRD_054,69,WRH_005,STR_006
DVWS_000035,01/01/2022,PRD_020,66,WRH_003,STR_006
DVWS_000035,01/01/2022,PRD_299,33,WRH_003,STR_006
DVWS_000035,01/01/2022,PRD_152,93,WRH_003,STR_006
DVWS_000035,01/01/2022,PRD_261,30,WRH_003,STR_006
DVWS_000036,01/01/2022,PRD_227,64,WRH_002,STR_006
DVWS_000036,01/01/2022,PRD_219,9,WRH_002,STR_006
DVWS_000036,01/01/2022,PRD_024,25,WRH_002,STR_006
DVWS_000036,01/01/2022,PRD_192,75,WRH_002,STR_006
DVWS_000036,01/01/2022,PRD_292,7,WRH_002,STR_006
DVWS_000037,01/01/2022,PRD_128,12,WRH_008,STR_006
DVWS_000037,01/01/2022,PRD_059,18,WRH_008,STR_006
DVWS_000038,01/01/2022,PRD_035,14,WRH_004,STR_006
DVWS_000039,01/01/2022,PRD_085,20,WRH_006,STR_006
DVWS_000039,01/01/2022,PRD_013,47,WRH_006,STR_006
DVWS_000040,01/01/2022,PRD_212,84,WRH_009,STR_006
DVWS_000040,01/01/2022,PRD_213,55,WRH_009,STR_006
DVWS_000040,01/01/2022,PRD_137,74,WRH_009,STR_006
DVWS_000040,01/01/2022,PRD_173,85,WRH_009,STR_006
DVWS_000041,01/01/2022,PRD_232,9,WRH_005,STR_007
DVWS_000041,01/01/2022,PRD_075,30,WRH_005,STR_007
DVWS_000041,01/01/2022,PRD_002,78,WRH_005,STR_007
DVWS_000041,01/01/2022,PRD_155,41,WRH_005,STR_007
DVWS_000041,01/01/2022,PRD_019,43,WRH_005,STR_007
DVWS_000042,01/01/2022,PRD_130,30,WRH_003,STR_007
DVWS_000043,01/01/2022,PRD_174,68,WRH_002,STR_007
DVWS_000043,01/01/2022,PRD_291,15,WRH_002,STR_007
DVWS_000044,01/01/2022,PRD_233,53,WRH_004,STR_007
DVWS_000045,01/01/2022,PRD_041,30,WRH_009,STR_007
DVWS_000045,01/01/2022,PRD_158,23,WRH_009,STR_007
DVWS_000045,01/01/2022,PRD_004,67,WRH_009,STR_007
DVWS_000045,01/01/2022,PRD_036,57,WRH_009,STR_007
DVWS_000046,01/01/2022,PRD_030,27,WRH_007,STR_007
DVWS_000046,01/01/2022,PRD_076,33,WRH_007,STR_007
DVWS_000047,01/01/2022,PRD_032,42,WRH_007,STR_008
DVWS_000047,01/01/2022,PRD_058,100,WRH_007,STR_008
DVWS_000047,01/01/2022,PRD_201,57,WRH_007,STR_008
DVWS_000047,01/01/2022,PRD_126,71,WRH_007,STR_008
DVWS_000047,01/01/2022,PRD_179,21,WRH_007,STR_008
DVWS_000048,01/01/2022,PRD_049,77,WRH_005,STR_008
DVWS_000048,01/01/2022,PRD_118,37,WRH_005,STR_008
DVWS_000048,01/01/2022,PRD_277,63,WRH_005,STR_008
DVWS_000048,01/01/2022,PRD_121,50,WRH_005,STR_008
DVWS_000049,01/01/2022,PRD_263,12,WRH_002,STR_008
DVWS_000049,01/01/2022,PRD_273,57,WRH_002,STR_008
DVWS_000049,01/01/2022,PRD_296,14,WRH_002,STR_008
DVWS_000050,01/01/2022,PRD_115,58,WRH_009,STR_008
DVWS_000050,01/01/2022,PRD_193,83,WRH_009,STR_008
DVWS_000050,01/01/2022,PRD_135,51,WRH_009,STR_008
DVWS_000051,01/01/2022,PRD_277,75,WRH_006,STR_008
DVWS_000052,01/01/2022,PRD_013,32,WRH_001,STR_008
DVWS_000052,01/01/2022,PRD_157,89,WRH_001,STR_008
DVWS_000053,01/01/2022,PRD_241,23,WRH_004,STR_008
DVWS_000053,01/01/2022,PRD_057,71,WRH_004,STR_008
DVWS_000053,01/01/2022,PRD_295,38,WRH_004,STR_008
DVWS_000053,01/01/2022,PRD_181,43,WRH_004,STR_008
DVWS_000054,01/01/2022,PRD_121,21,WRH_008,STR_008
DVWS_000054,01/01/2022,PRD_148,68,WRH_008,STR_008
DVWS_000054,01/01/2022,PRD_139,56,WRH_008,STR_008
DVWS_000055,01/01/2022,PRD_301,3,WRH_003,STR_008
DVWS_000055,01/01/2022,PRD_070,82,WRH_003,STR_008
DVWS_000055,01/01/2022,PRD_004,22,WRH_003,STR_008
DVWS_000055,01/01/2022,PRD_250,78,WRH_003,STR_008
DVWS_000056,01/01/2022,PRD_099,90,WRH_005,STR_009
DVWS_000056,01/01/2022,PRD_259,98,WRH_005,STR_009
DVWS_000056,01/01/2022,PRD_113,30,WRH_005,STR_009
DVWS_000056,01/01/2022,PRD_238,33,WRH_005,STR_009
DVWS_000056,01/01/2022,PRD_043,84,WRH_005,STR_009
DVWS_000057,01/01/2022,PRD_236,95,WRH_003,STR_009
DVWS_000058,01/01/2022,PRD_023,86,WRH_006,STR_009
DVWS_000058,01/01/2022,PRD_133,30,WRH_006,STR_009
DVWS_000058,01/01/2022,PRD_060,9,WRH_006,STR_009
DVWS_000059,01/01/2022,PRD_250,28,WRH_009,STR_009
DVWS_000060,01/01/2022,PRD_307,63,WRH_004,STR_009
DVWS_000060,01/01/2022,PRD_283,24,WRH_004,STR_009
DVWS_000060,01/01/2022,PRD_129,52,WRH_004,STR_009
DVWS_000060,01/01/2022,PRD_131,48,WRH_004,STR_009
DVWS_000060,01/01/2022,PRD_020,85,WRH_004,STR_009
DVWS_000061,01/01/2022,PRD_296,94,WRH_007,STR_009
DVWS_000061,01/01/2022,PRD_037,3,WRH_007,STR_009
DVWS_000061,01/01/2022,PRD_013,21,WRH_007,STR_009
DVWS_000061,01/01/2022,PRD_065,33,WRH_007,STR_009
DVWS_000062,01/01/2022,PRD_275,82,WRH_004,STR_010
DVWS_000063,01/01/2022,PRD_059,69,WRH_009,STR_010
DVWS_000064,01/01/2022,PRD_248,23,WRH_008,STR_010
DVWS_000064,01/01/2022,PRD_221,22,WRH_008,STR_010
DVWS_000065,01/01/2022,PRD_195,23,WRH_002,STR_010
DVWS_000065,01/01/2022,PRD_132,83,WRH_002,STR_010
DVWS_000065,01/01/2022,PRD_054,10,WRH_002,STR_010
DVWS_000066,01/01/2022,PRD_055,42,WRH_008,STR_011
DVWS_000066,01/01/2022,PRD_241,39,WRH_008,STR_011
DVWS_000066,01/01/2022,PRD_103,76,WRH_008,STR_011
DVWS_000067,01/01/2022,PRD_255,91,WRH_001,STR_011
DVWS_000067,01/01/2022,PRD_009,41,WRH_001,STR_011
DVWS_000067,01/01/2022,PRD_050,24,WRH_001,STR_011
DVWS_000067,01/01/2022,PRD_178,4,WRH_001,STR_011
DVWS_000068,01/01/2022,PRD_279,94,WRH_005,STR_011
DVWS_000068,01/01/2022,PRD_223,35,WRH_005,STR_011
DVWS_000069,01/01/2022,PRD_285,58,WRH_008,STR_012
DVWS_000069,01/01/2022,PRD_004,66,WRH_008,STR_012
DVWS_000069,01/01/2022,PRD_213,74,WRH_008,STR_012
DVWS_000069,01/01/2022,PRD_173,32,WRH_008,STR_012
DVWS_000070,01/01/2022,PRD_012,84,WRH_009,STR_012
DVWS_000071,01/01/2022,PRD_038,53,WRH_001,STR_012
DVWS_000071,01/01/2022,PRD_297,49,WRH_001,STR_012
DVWS_000072,01/01/2022,PRD_076,68,WRH_003,STR_012
DVWS_000073,01/01/2022,PRD_204,75,WRH_006,STR_012
DVWS_000073,01/01/2022,PRD_177,100,WRH_006,STR_012
DVWS_000073,01/01/2022,PRD_121,2,WRH_006,STR_012
DVWS_000073,01/01/2022,PRD_025,28,WRH_006,STR_012
DVWS_000073,01/01/2022,PRD_201,91,WRH_006,STR_012
DVWS_000074,01/01/2022,PRD_262,31,WRH_002,STR_012
DVWS_000074,01/01/2022,PRD_159,46,WRH_002,STR_012
DVWS_000074,01/01/2022,PRD_133,29,WRH_002,STR_012
DVWS_000075,01/01/2022,PRD_039,100,WRH_007,STR_012
DVWS_000076,01/01/2022,PRD_174,19,WRH_005,STR_013
DVWS_000076,01/01/2022,PRD_089,17,WRH_005,STR_013
DVWS_000076,01/01/2022,PRD_128,95,WRH_005,STR_013
DVWS_000076,01/01/2022,PRD_077,48,WRH_005,STR_013
DVWS_000077,01/01/2022,PRD_094,37,WRH_001,STR_013
DVWS_000077,01/01/2022,PRD_269,37,WRH_001,STR_013
DVWS_000077,01/01/2022,PRD_298,80,WRH_001,STR_013
DVWS_000078,01/01/2022,PRD_148,49,WRH_003,STR_013
DVWS_000078,01/01/2022,PRD_030,39,WRH_003,STR_013
DVWS_000078,01/01/2022,PRD_266,31,WRH_003,STR_013
DVWS_000078,01/01/2022,PRD_107,6,WRH_003,STR_013
DVWS_000078,01/01/2022,PRD_298,21,WRH_003,STR_013
DVWS_000079,01/01/2022,PRD_144,19,WRH_007,STR_013
DVWS_000079,01/01/2022,PRD_224,5,WRH_007,STR_013
DVWS_000079,01/01/2022,PRD_006,89,WRH_007,STR_013
DVWS_000080,01/01/2022,PRD_096,26,WRH_002,STR_013
DVWS_000080,01/01/2022,PRD_225,93,WRH_002,STR_013
DVWS_000081,01/01/2022,PRD_304,20,WRH_004,STR_013
DVWS_000081,01/01/2022,PRD_138,79,WRH_004,STR_013
DVWS_000082,01/02/2022,PRD_177,4,WRH_004,STR_001
DVWS_000082,01/02/2022,PRD_102,38,WRH_004,STR_001
DVWS_000083,01/02/2022,PRD_076,40,WRH_007,STR_001
DVWS_000083,01/02/2022,PRD_154,27,WRH_007,STR_001
DVWS_000083,01/02/2022,PRD_266,99,WRH_007,STR_001
DVWS_000083,01/02/2022,PRD_277,89,WRH_007,STR_001
DVWS_000084,01/02/2022,PRD_012,33,WRH_009,STR_001
DVWS_000085,01/02/2022,PRD_039,41,WRH_005,STR_001
DVWS_000085,01/02/2022,PRD_021,85,WRH_005,STR_001
DVWS_000085,01/02/2022,PRD_181,37,WRH_005,STR_001
DVWS_000085,01/02/2022,PRD_080,23,WRH_005,STR_001
DVWS_000086,01/02/2022,PRD_165,59,WRH_008,STR_001
DVWS_000087,01/02/2022,PRD_049,46,WRH_003,STR_001
DVWS_000087,01/02/2022,PRD_213,73,WRH_003,STR_001
DVWS_000087,01/02/2022,PRD_223,20,WRH_003,STR_001
DVWS_000087,01/02/2022,PRD_212,80,WRH_003,STR_001
DVWS_000088,01/02/2022,PRD_010,84,WRH_002,STR_001
DVWS_000088,01/02/2022,PRD_309,24,WRH_002,STR_001
DVWS_000088,01/02/2022,PRD_091,88,WRH_002,STR_001
DVWS_000089,01/02/2022,PRD_026,89,WRH_006,STR_001
DVWS_000089,01/02/2022,PRD_121,96,WRH_006,STR_001
DVWS_000089,01/02/2022,PRD_212,11,WRH_006,STR_001
DVWS_000090,01/02/2022,PRD_035,96,WRH_002,STR_002
DVWS_000091,01/02/2022,PRD_127,48,WRH_003,STR_002
DVWS_000091,01/02/2022,PRD_151,30,WRH_003,STR_002
DVWS_000091,01/02/2022,PRD_040,25,WRH_003,STR_002
DVWS_000092,01/02/2022,PRD_004,97,WRH_008,STR_002
DVWS_000093,01/02/2022,PRD_050,84,WRH_004,STR_002
DVWS_000093,01/02/2022,PRD_048,54,WRH_004,STR_002
DVWS_000093,01/02/2022,PRD_009,88,WRH_004,STR_002
DVWS_000093,01/02/2022,PRD_052,36,WRH_004,STR_002
DVWS_000093,01/02/2022,PRD_008,80,WRH_004,STR_002
DVWS_000094,01/02/2022,PRD_024,4,WRH_006,STR_002
DVWS_000094,01/02/2022,PRD_102,71,WRH_006,STR_002
DVWS_000094,01/02/2022,PRD_158,54,WRH_006,STR_002
DVWS_000094,01/02/2022,PRD_280,59,WRH_006,STR_002
DVWS_000094,01/02/2022,PRD_310,15,WRH_006,STR_002
DVWS_000095,01/02/2022,PRD_134,19,WRH_009,STR_002
DVWS_000095,01/02/2022,PRD_181,76,WRH_009,STR_002
DVWS_000095,01/02/2022,PRD_225,89,WRH_009,STR_002
DVWS_000095,01/02/2022,PRD_299,53,WRH_009,STR_002
DVWS_000095,01/02/2022,PRD_222,70,WRH_009,STR_002
DVWS_000096,01/02/2022,PRD_230,42,WRH_001,STR_002
DVWS_000097,01/02/2022,PRD_162,25,WRH_005,STR_002
DVWS_000097,01/02/2022,PRD_210,79,WRH_005,STR_002
DVWS_000097,01/02/2022,PRD_283,39,WRH_005,STR_002
DVWS_000097,01/02/2022,PRD_192,99,WRH_005,STR_002
DVWS_000098,01/02/2022,PRD_084,48,WRH_001,STR_003
DVWS_000098,01/02/2022,PRD_019,44,WRH_001,STR_003
DVWS_000099,01/02/2022,PRD_103,83,WRH_006,STR_003
DVWS_000100,01/02/2022,PRD_091,3,WRH_004,STR_003
DVWS_000100,01/02/2022,PRD_258,79,WRH_004,STR_003
DVWS_000101,01/02/2022,PRD_255,14,WRH_007,STR_003
DVWS_000101,01/02/2022,PRD_078,45,WRH_007,STR_003
DVWS_000101,01/02/2022,PRD_103,83,WRH_007,STR_003
DVWS_000101,01/02/2022,PRD_198,25,WRH_007,STR_003
DVWS_000102,01/02/2022,PRD_132,89,WRH_009,STR_003
DVWS_000103,01/02/2022,PRD_151,17,WRH_003,STR_003
DVWS_000103,01/02/2022,PRD_109,98,WRH_003,STR_003
DVWS_000103,01/02/2022,PRD_131,94,WRH_003,STR_003
DVWS_000103,01/02/2022,PRD_233,55,WRH_003,STR_003
DVWS_000104,01/02/2022,PRD_141,50,WRH_005,STR_003
DVWS_000104,01/02/2022,PRD_121,93,WRH_005,STR_003
DVWS_000104,01/02/2022,PRD_179,70,WRH_005,STR_003
DVWS_000104,01/02/2022,PRD_153,93,WRH_005,STR_003
DVWS_000104,01/02/2022,PRD_095,15,WRH_005,STR_003
DVWS_000105,01/02/2022,PRD_180,17,WRH_008,STR_003
DVWS_000105,01/02/2022,PRD_060,32,WRH_008,STR_003
DVWS_000105,01/02/2022,PRD_184,51,WRH_008,STR_003
DVWS_000105,01/02/2022,PRD_248,97,WRH_008,STR_003
DVWS_000105,01/02/2022,PRD_160,91,WRH_008,STR_003
DVWS_000106,01/02/2022,PRD_087,56,WRH_002,STR_003
DVWS_000106,01/02/2022,PRD_008,88,WRH_002,STR_003
DVWS_000107,01/02/2022,PRD_237,48,WRH_005,STR_004
DVWS_000107,01/02/2022,PRD_145,47,WRH_005,STR_004
DVWS_000108,01/02/2022,PRD_017,13,WRH_007,STR_004
DVWS_000108,01/02/2022,PRD_148,22,WRH_007,STR_004
DVWS_000108,01/02/2022,PRD_276,28,WRH_007,STR_004
DVWS_000108,01/02/2022,PRD_011,59,WRH_007,STR_004
DVWS_000109,01/02/2022,PRD_149,26,WRH_003,STR_004
DVWS_000109,01/02/2022,PRD_220,57,WRH_003,STR_004
DVWS_000110,01/02/2022,PRD_017,86,WRH_008,STR_004
DVWS_000110,01/02/2022,PRD_041,78,WRH_008,STR_004
DVWS_000110,01/02/2022,PRD_008,6,WRH_008,STR_004
DVWS_000110,01/02/2022,PRD_256,30,WRH_008,STR_004
DVWS_000111,01/02/2022,PRD_209,46,WRH_002,STR_005
DVWS_000111,01/02/2022,PRD_280,71,WRH_002,STR_005
DVWS_000111,01/02/2022,PRD_241,53,WRH_002,STR_005
DVWS_000112,01/02/2022,PRD_012,36,WRH_004,STR_005
DVWS_000112,01/02/2022,PRD_190,45,WRH_004,STR_005
DVWS_000112,01/02/2022,PRD_241,32,WRH_004,STR_005
DVWS_000112,01/02/2022,PRD_261,93,WRH_004,STR_005
DVWS_000112,01/02/2022,PRD_193,89,WRH_004,STR_005
DVWS_000113,01/02/2022,PRD_022,38,WRH_006,STR_005
DVWS_000113,01/02/2022,PRD_184,10,WRH_006,STR_005
DVWS_000113,01/02/2022,PRD_296,100,WRH_006,STR_005
DVWS_000114,01/02/2022,PRD_251,91,WRH_008,STR_005
DVWS_000114,01/02/2022,PRD_282,32,WRH_008,STR_005
DVWS_000114,01/02/2022,PRD_270,59,WRH_008,STR_005
DVWS_000114,01/02/2022,PRD_149,63,WRH_008,STR_005
DVWS_000114,01/02/2022,PRD_079,16,WRH_008,STR_005
DVWS_000115,01/02/2022,PRD_176,64,WRH_005,STR_005
DVWS_000115,01/02/2022,PRD_092,21,WRH_005,STR_005
DVWS_000115,01/02/2022,PRD_050,33,WRH_005,STR_005
DVWS_000115,01/02/2022,PRD_310,76,WRH_005,STR_005
DVWS_000116,01/02/2022,PRD_113,82,WRH_001,STR_005
DVWS_000117,01/02/2022,PRD_235,69,WRH_003,STR_006
DVWS_000117,01/02/2022,PRD_107,70,WRH_003,STR_006
DVWS_000117,01/02/2022,PRD_103,37,WRH_003,STR_006
DVWS_000118,01/02/2022,PRD_186,92,WRH_002,STR_006
DVWS_000119,01/02/2022,PRD_019,57,WRH_007,STR_006
DVWS_000119,01/02/2022,PRD_281,26,WRH_007,STR_006
DVWS_000120,01/02/2022,PRD_304,79,WRH_001,STR_006
DVWS_000120,01/02/2022,PRD_167,33,WRH_001,STR_006
DVWS_000120,01/02/2022,PRD_199,99,WRH_001,STR_006
DVWS_000121,01/02/2022,PRD_005,70,WRH_008,STR_006
DVWS_000121,01/02/2022,PRD_275,97,WRH_008,STR_006
DVWS_000121,01/02/2022,PRD_046,23,WRH_008,STR_006
DVWS_000121,01/02/2022,PRD_128,10,WRH_008,STR_006
DVWS_000122,01/02/2022,PRD_306,66,WRH_009,STR_007
DVWS_000122,01/02/2022,PRD_298,86,WRH_009,STR_007
DVWS_000122,01/02/2022,PRD_010,49,WRH_009,STR_007
DVWS_000122,01/02/2022,PRD_240,1,WRH_009,STR_007
DVWS_000122,01/02/2022,PRD_028,50,WRH_009,STR_007
DVWS_000123,01/02/2022,PRD_147,27,WRH_008,STR_007
DVWS_000123,01/02/2022,PRD_202,60,WRH_008,STR_007
DVWS_000123,01/02/2022,PRD_255,51,WRH_008,STR_007
DVWS_000124,01/02/2022,PRD_118,38,WRH_005,STR_007
DVWS_000124,01/02/2022,PRD_024,69,WRH_005,STR_007
DVWS_000124,01/02/2022,PRD_051,50,WRH_005,STR_007
DVWS_000125,01/02/2022,PRD_288,54,WRH_003,STR_007
DVWS_000125,01/02/2022,PRD_309,40,WRH_003,STR_007
DVWS_000125,01/02/2022,PRD_209,51,WRH_003,STR_007
DVWS_000125,01/02/2022,PRD_232,94,WRH_003,STR_007
DVWS_000126,01/02/2022,PRD_164,49,WRH_006,STR_007
DVWS_000126,01/02/2022,PRD_237,78,WRH_006,STR_007
DVWS_000127,01/02/2022,PRD_032,40,WRH_001,STR_007
DVWS_000127,01/02/2022,PRD_093,63,WRH_001,STR_007
DVWS_000128,01/02/2022,PRD_286,75,WRH_007,STR_007
DVWS_000128,01/02/2022,PRD_166,34,WRH_007,STR_007
DVWS_000128,01/02/2022,PRD_271,88,WRH_007,STR_007
DVWS_000128,01/02/2022,PRD_174,9,WRH_007,STR_007
DVWS_000129,01/02/2022,PRD_047,7,WRH_001,STR_008
DVWS_000129,01/02/2022,PRD_222,60,WRH_001,STR_008
DVWS_000130,01/02/2022,PRD_173,30,WRH_006,STR_008
DVWS_000130,01/02/2022,PRD_071,48,WRH_006,STR_008
DVWS_000131,01/02/2022,PRD_302,8,WRH_009,STR_008
DVWS_000132,01/02/2022,PRD_100,55,WRH_006,STR_009
DVWS_000133,01/02/2022,PRD_176,86,WRH_001,STR_009
DVWS_000133,01/02/2022,PRD_086,1,WRH_001,STR_009
DVWS_000133,01/02/2022,PRD_122,76,WRH_001,STR_009
DVWS_000133,01/02/2022,PRD_251,16,WRH_001,STR_009
DVWS_000134,01/02/2022,PRD_195,36,WRH_007,STR_009
DVWS_000135,01/02/2022,PRD_251,44,WRH_002,STR_009
DVWS_000135,01/02/2022,PRD_288,33,WRH_002,STR_009
DVWS_000136,01/02/2022,PRD_289,89,WRH_008,STR_009
DVWS_000136,01/02/2022,PRD_194,53,WRH_008,STR_009
DVWS_000136,01/02/2022,PRD_232,54,WRH_008,STR_009
DVWS_000137,01/02/2022,PRD_166,77,WRH_005,STR_009
DVWS_000137,01/02/2022,PRD_003,28,WRH_005,STR_009
DVWS_000137,01/02/2022,PRD_081,44,WRH_005,STR_009
DVWS_000138,01/02/2022,PRD_063,56,WRH_001,STR_010
DVWS_000138,01/02/2022,PRD_048,76,WRH_001,STR_010
DVWS_000139,01/02/2022,PRD_011,64,WRH_008,STR_010
DVWS_000139,01/02/2022,PRD_259,15,WRH_008,STR_010
DVWS_000140,01/02/2022,PRD_173,73,WRH_005,STR_010
DVWS_000141,01/02/2022,PRD_046,77,WRH_002,STR_010
DVWS_000142,01/02/2022,PRD_283,29,WRH_007,STR_010
DVWS_000142,01/02/2022,PRD_181,29,WRH_007,STR_010
DVWS_000142,01/02/2022,PRD_098,69,WRH_007,STR_010
DVWS_000142,01/02/2022,PRD_128,45,WRH_007,STR_010
DVWS_000142,01/02/2022,PRD_037,69,WRH_007,STR_010
