product_id,name,description,category_id,price,unit
PRD_024,Sirloin,"Sirloin steak is a popular and versatile cut of beef that is known for its balanced flavor and tenderness. It is taken from the sirloin section of the cow, which is located just behind the rib section. Sirloin steaks vary in size and can be boneless or bone-in. The meat is typically lean with a moderate amount of marbling, resulting in a juicy and flavorful steak.",CAT_002,15,Pound
PRD_025,Wagyu,"Wagyu beef is renowned for its exceptional marbling, tenderness, and rich, buttery flavor. It originates from Japanese cattle breeds known for their unique genetics and meticulous care during raising. The term ""Wagyu"" translates to ""Japanese cow"" in English.",CAT_002,150,Pound
PRD_026,Tomahawk,"The Tomahawk steak is a dramatic and visually striking cut of beef that is essentially a ribeye steak with an elongated, frenched bone attached, resembling the handle of a tomahawk. This bone-in presentation makes it a showstopper at the dinner table.",CAT_002,50,Pound
PRD_027,T-Bone,"The T-Bone steak is named for its T-shaped bone, which divides two cuts of beef: the strip steak (also known as the New York strip) on one side and the tenderloin (filet mignon) on the other. It offers a combination of lean and tender meat.",CAT_002,20,Pound
PRD_028,Whole Chicken,"A whole chicken refers to an entire chicken, including the breast, thighs, wings, and drumsticks. It's typically sold with the skin intact and can be prepared in various ways, such as roasting, frying, or grilling. Whole chickens are versatile and offer different cuts for various dishes.",CAT_002,2,Pound
PRD_029,Chicken Breasts,"Chicken breasts are boneless and skinless cuts of chicken meat known for their lean and mild flavor. They are often used in a wide range of dishes, including grilling, baking, sautéing, and stir-frying.",CAT_002,4,Pound
PRD_030,Chicken Thighs,"Chicken thighs are darker meat portions known for their juiciness and slightly richer flavor compared to chicken breasts. They can be prepared boneless or bone-in and are excellent for roasting, braising, or grilling.",CAT_002,3,Pound
PRD_031,Chicken Wings,"Chicken wings are small, flavorful portions of chicken often enjoyed as finger food or appetizers. They can be prepared in a variety of ways, including frying, baking, or grilling, and are often served with various sauces.",CAT_002,3,Pound
PRD_032,Chicken Drumsticks,"Chicken drumsticks are dark meat cuts with a bone, often considered a favorite among children and adults alike. They are commonly seasoned and baked, fried, or grilled for a delicious and convenient meal.",CAT_002,2,Pound
PRD_033,Pork Ribs,"Pork ribs come from the rib section of the pig and are known for their tender and flavorful meat. They are often slow-cooked, smoked, or grilled and are popular for their delicious, fall-off-the-bone texture.",CAT_002,4,Pound
PRD_034,Pork Belly,"Pork belly is a fatty and flavorful cut that includes both meat and layers of fat. It's often used to make dishes like bacon and is also a key ingredient in various Asian cuisines, including pork belly buns and crispy pork belly.",CAT_002,7,Pound
PRD_035,Pork Loin Roast,Pork loin roast is a lean and tender cut of pork often seasoned and roasted. It's a versatile option for creating elegant main courses and can be sliced into pork chops.,CAT_002,6,Pound
PRD_036,Pork Shoulder,"Pork shoulder, also known as pork butt or Boston butt, is a well-marbled cut with rich, porky flavor. It's commonly used for slow-cooked dishes like pulled pork, stews, and carnitas.",CAT_002,4,Pound
PRD_037,Pork Tenderloin,"Pork tenderloin is a lean and tender cut of pork known for its mild flavor. It's versatile and can be prepared by roasting, grilling, or pan-searing. It's often sliced into medallions for serving.",CAT_002,7,Pound
PRD_038,Pork Chops,"Pork chops are bone-in or boneless cuts from the loin or rib area of the pig. They are tender and juicy and can be prepared in various ways, including frying, grilling, or baking.",CAT_002,6,Pound
PRD_039,Tuna,"Tuna is a popular fish known for its firm and meaty texture. It can be grilled, seared, or used in sushi and sashimi dishes. Tuna steaks are prized for their flavor and versatility.",CAT_002,14,Pound
PRD_040,Salmon,"Salmon is a versatile and flavorful fish known for its rich, pink-orange flesh. It can be grilled, baked, broiled, or pan-seared and is often enjoyed for its health benefits.",CAT_002,12,Pound
PRD_041,Black cod,"Black cod, also known as sablefish or butterfish, is a delicate and flaky fish with a mild, buttery flavor. It's often marinated and grilled or broiled to bring out its unique taste.",CAT_002,20,Pound
PRD_042,Mackerel,"Mackerel is a fatty fish with a robust flavor. It's commonly smoked, grilled, or pan-fried and is often used in sushi and traditional dishes in various cuisines.",CAT_002,7,Pound
PRD_043,Eel,"Eel, such as unagi and anago, is a delicacy in Japanese cuisine. It's typically grilled and glazed with a sweet and savory sauce, served over rice in sushi rolls or as part of traditional eel dishes.",CAT_002,15,Pound
PRD_044,White Egg,"White eggs are chicken eggs with white shells. They are commonly used in baking, cooking, and as a source of protein in various dishes.",CAT_003,4,Dozen
PRD_045,Brown Egg,Brown eggs are chicken eggs with brown shells. They have the same nutritional content as white eggs and are often preferred for their organic or free-range origins.,CAT_003,5,Dozen
PRD_046,Chocolate Milk,Chocolate milk is a sweetened milk beverage flavored with cocoa or chocolate syrup. It's a popular choice among both children and adults for its creamy texture and chocolatey taste.,CAT_003,4,Half Gallon
PRD_047,Strawberry Milk,Strawberry milk is a flavored milk drink that combines the goodness of milk with the sweet and fruity taste of strawberries. It's often enjoyed as a refreshing beverage.,CAT_003,4,Half Gallon
PRD_048,Banana Milk,"Banana milk is a dairy-free alternative made by blending bananas with water or a plant-based milk like almond or soy. It has a sweet and fruity flavor with a creamy texture, making it a popular choice for those seeking a non-dairy milk option.",CAT_003,4,Quart
PRD_049,Goat Milk,"Goat milk is a milk product produced by goats. It has a distinct flavor that is often described as creamier and slightly tangier than cow's milk. Goat milk is a source of calcium, vitamins, and minerals.",CAT_003,5,Quart
PRD_050,Hazelnut Milk,Hazelnut milk is a dairy-free milk alternative made from ground hazelnuts and water. It has a mild nutty flavor and is often used as a lactose-free or vegan milk option.,CAT_003,6,Quart
PRD_051,Cheddar,"Cheddar cheese is a popular and versatile cheese known for its creamy texture and sharp, tangy flavor. It can range from mild to extra sharp, with various uses in cooking and snacking.",CAT_003,7,Pound
PRD_052,Mozarella,"Mozzarella cheese is a soft and mild cheese known for its stretchy texture when melted. It's a classic choice for pizza, caprese salad, and many Italian dishes.",CAT_003,6,Pound
PRD_053,Blue Cheese,Blue cheese is a type of cheese characterized by its blue or green veins of mold. It has a strong and tangy flavor with a creamy texture. It's often used in salads and dressings.,CAT_003,10,Pound
PRD_054,Ricotta,"Ricotta cheese is a soft and creamy cheese with a slightly sweet flavor. It's commonly used in Italian cuisine, particularly in dishes like lasagna and stuffed pasta.",CAT_003,5,Pound
PRD_055,Parmesan ,"Parmesan cheese, also known as Parmigiano-Reggiano, is a hard and aged cheese with a rich, nutty flavor. It's often grated and used as a topping for pasta and salads.",CAT_003,10,Pound
PRD_056,American,"American cheese is a processed cheese product known for its mild and creamy texture. It's a common choice for cheeseburgers, grilled cheese sandwiches, and macaroni and cheese.",CAT_003,6,Pound
PRD_057,Greek yogurt,"Greek yogurt is a thick and creamy yogurt with a tangy flavor. It's strained to remove whey, resulting in a higher protein content compared to regular yogurt. It's often enjoyed with fruit or honey.",CAT_003,5,Quart
PRD_058,Soy yogurt,Soy yogurt is a dairy-free alternative to traditional yogurt made from soy milk. It has a creamy texture and can be enjoyed by those with lactose intolerance or dairy allergies.,CAT_003,4,Quart
PRD_059,Goat's milk yogurt.,Goat's milk yogurt is similar to traditional yogurt but made from goat's milk. It has a distinct flavor and may be easier to digest for some individuals.,CAT_003,6,Quart
PRD_060,Sheep's milk yogurt,Sheep's milk yogurt is made from the milk of sheep and is known for its rich and creamy texture. It has a slightly sweeter flavor compared to cow's milk yogurt.,CAT_003,6,Quart
PRD_061,Icelandic yogurt," Icelandic yogurt, also known as skyr, is a thick and creamy yogurt with a mild flavor. It's often high in protein and is a staple in Icelandic cuisine.",CAT_003,6,Quart
PRD_062,Normal yakult,"Normal Yakult is a popular probiotic dairy beverage that originated in Japan. It is made from fermented milk and contains the beneficial bacteria strain known as ""Lactobacillus casei Shirota.",CAT_003,7,Pack
PRD_063,Light yakult,Light Yakult is a variation of the traditional Yakult probiotic drink with a reduced-calorie content. It is formulated to provide the same probiotic benefits as regular Yakult but with fewer calories and less sugar. ,CAT_003,7,Pack
PRD_064,Quail Egg,"Quail eggs are small eggs laid by quail birds. They have a delicate flavor and are often used in Asian cuisine, salads, or as garnishes.",CAT_003,0.5,Pcs
PRD_065,Duck Egg,Duck eggs are larger than chicken eggs and have a richer flavor and creamier yolk. They are used in various culinary applications and are favored in baking.,CAT_003,1.5,Pcs
PRD_066,Frozen Green Beans,"Frozen green beans are green beans that have been blanched and frozen. They are a convenient option for adding vegetables to dishes and can be steamed, boiled, or sautéed.",CAT_004,3,Bag
PRD_067,Frozen Broccoli,"Frozen broccoli consists of broccoli florets that have been frozen. It's a versatile frozen vegetable that can be used in stir-fries, casseroles, and as a side dish.",CAT_004,4,Bag
PRD_068,Frozen Cauliflower, Frozen cauliflower includes cauliflower florets that have been frozen. It can be used as a lower-carb substitute for mashed potatoes or as a side dish.,CAT_004,4,Bag
PRD_069,Frozen Corn,"Frozen corn is sweet corn kernels that have been frozen. It's a common addition to soups, stews, and as a side vegetable.",CAT_004,4,Bag
PRD_070,Frozen Carrots,"Frozen carrots consist of carrot slices or chunks that have been frozen. They are used in a variety of dishes, including soups, stews, and casseroles.",CAT_004,4,Bag
PRD_071,Nugget,"Nuggets are small, bite-sized pieces of meat or meat alternatives that are breaded and often fried. They are a popular choice among children and adults.",CAT_004,5,Bag
PRD_072,French Fries,French fries are thin strips of potatoes that have been fried until crispy. They are a classic side dish and snack item enjoyed with various condiments.,CAT_004,4,Bag
PRD_073,Sausage,Sausage is a seasoned and flavored meat product often encased in a casing. It can be made from various meats and spices and is used in a wide range of dishes.,CAT_004,7,Pack
PRD_074,Pizza,"Pizza is a popular dish consisting of a round, flatbread crust topped with tomato sauce, cheese, and various toppings. It can be customized to suit individual preferences.",CAT_004,10,Pcs
PRD_075,Dim sum,"Dim sum is a Chinese cuisine style featuring a variety of small, flavorful dishes served in steamer baskets or on small plates. It includes items like dumplings, buns, and spring rolls.",CAT_004,5,Pack
PRD_076,Chocolate Ice Cream,"Chocolate ice cream is a frozen dessert made with a base of milk, cream, sugar, and cocoa or chocolate. It has a rich and indulgent chocolate flavor.",CAT_004,3,Quart
PRD_077,Milo Ice Cream,"Milo ice cream is a frozen dessert flavored with Milo, a popular chocolate and malt powder. It has a unique malty-chocolate taste and is a favorite in some regions.",CAT_004,4,Quart
PRD_078,Banana Ice Cream,"Banana ice cream is a frozen dessert made from pureed bananas. It has a naturally sweet and creamy flavor, often without added sugar or dairy.",CAT_004,4,Quart
PRD_079,Strawberry Ice Cream,Strawberry ice cream is a delightful frozen dessert made with a creamy base and real or artificial strawberry flavor. It typically features pieces of strawberries or swirls of strawberry sauce for a sweet and fruity taste.,CAT_004,5,Quart
PRD_080,Vanilla Ice Cream,"Vanilla ice cream is a classic and creamy dessert known for its rich, smooth texture and the natural flavor of vanilla beans. It serves as a versatile base for various toppings and mix-ins.",CAT_004,6,Quart
PRD_081,Wasabi Ice Cream,"Wasabi ice cream is a unique and daring frozen treat that combines the coolness of ice cream with the intense, spicy flavor of wasabi, a Japanese horseradish. It offers a surprising and bold taste experience.",CAT_004,6,Quart
PRD_082,Baguette,"A baguette is a long, thin French bread with a crisp crust and soft, airy interior. It's a staple of French cuisine and is often used for making sandwiches or served with cheese.",CAT_005,4,Loaf
PRD_083,Croissant, A croissant is a buttery and flaky pastry known for its crescent shape. It's a classic French pastry enjoyed for breakfast or as a snack and can be filled with various ingredients like chocolate or almond paste.,CAT_005,3,Each
PRD_084,white bread,"White bread is a soft and fluffy bread made from refined wheat flour. It's a common choice for sandwiches and toast, known for its mild flavor and texture.",CAT_005,4,Loaf
PRD_085,Wholegrain Bread,"Wholegrain bread is made from whole wheat flour, retaining the bran and germ, making it a healthier option compared to white bread. It offers a nutty flavor and is rich in fiber.",CAT_005,5,Loaf
PRD_086,Rye Bread,Rye bread is a dense and hearty bread made primarily from rye flour. It has a slightly tangy flavor and is popular in Scandinavian and Eastern European cuisines.,CAT_005,6,Loaf
PRD_087,Apple pie,"Apple pie is a classic dessert consisting of a flaky pastry crust filled with sliced apples, sugar, and spices. It's often served warm and may be topped with ice cream or whipped cream.",CAT_005,10,Pie
PRD_088,Chocolate chip cookies,"Chocolate chip cookies are sweet, chewy cookies studded with chocolate chips or chunks. They are a beloved treat with a perfect balance of sweetness and chocolate flavor.",CAT_005,5,Dozen
PRD_089,Bagels,"Bagels are round, dense bread rings with a chewy texture. They are often boiled before baking, giving them a distinctive crust. Bagels can be sliced and toasted, then topped with various spreads.",CAT_005,2,Each
PRD_090,Cream puffs,"Cream puffs are delicate, hollow pastries filled with sweet whipped cream or custard. They are typically dusted with powdered sugar and make for a delightful dessert.",CAT_005,3,Each
PRD_091,Blueberry muffins,"Blueberry muffins are moist and tender baked treats filled with juicy blueberries. They are a popular breakfast or snack option, known for their fruity and slightly sweet flavor.",CAT_005,3,Each
PRD_092,Red velvet cake,"Red velvet cake is a rich and velvety dessert known for its striking red color. It's typically flavored with cocoa and buttermilk, and it's often paired with cream cheese frosting.",CAT_005,30,Cake
PRD_093,Chocolate cake,"Chocolate cake is a decadent dessert made with cocoa or chocolate. It can vary from dark and fudgy to light and fluffy, and it's often topped with chocolate frosting.",CAT_005,25,Cake
PRD_094,Strawberry Cake,Strawberry cake is a sweet and fruity dessert made with strawberry-flavored cake layers and often filled with fresh strawberries or strawberry frosting.,CAT_005,25,Cake
PRD_095,Oreo cake,Oreo cake features layers of chocolate cake or cookies-and-cream cake with Oreo cookie pieces and a creamy filling. It's a treat for Oreo cookie enthusiasts.,CAT_005,25,Cake
PRD_096,Blueberry cake,Blueberry cake is a moist and flavorful dessert filled with fresh or frozen blueberries. It offers a delightful burst of berry flavor in every bite.,CAT_005,25,Cake
PRD_097,Coca-cola,"Coca-Cola, often referred to as Coke, is a popular carbonated soft drink known for its sweet and refreshing taste. It has a distinct cola flavor and is widely enjoyed worldwide.",CAT_006,2,Bottle
PRD_098,Sprite,"Sprite is a clear and lemon-lime flavored carbonated beverage. It's known for its crisp and citrusy taste, making it a popular choice for a refreshing drink.",CAT_006,2,Bottle
PRD_099,Fanta,"Fanta is a fruity carbonated soda available in various flavors, such as orange, grape, and pineapple. It's characterized by its bold and fruity taste.",CAT_006,2,Bottle
PRD_100,Mountain Dew,"Mountain Dew is a citrus-flavored carbonated soft drink known for its vibrant green color and bold, citrusy taste. It offers a refreshing and energizing experience.",CAT_006,2,Bottle
PRD_101,Pepsi,Pepsi is a cola-flavored carbonated soft drink similar to Coca-Cola. It has a distinctive cola taste and is a popular alternative to other cola beverages.,CAT_006,2,Bottle
PRD_102,Green Tea,Green tea is a mild and soothing beverage made from the leaves of the Camellia sinensis plant. It's known for its earthy and slightly grassy flavor and is a source of antioxidants.,CAT_006,5,Box
PRD_103,Jasmine Tea,"Jasmine tea is a fragrant tea infused with jasmine blossoms. It has a delicate and floral aroma, with a subtly sweet and soothing taste.",CAT_006,5,Box
PRD_104,Oolong Tea,Oolong tea is a partially oxidized tea that falls between green and black tea in terms of flavor and caffeine content. It offers a range of flavors from floral to toasty.,CAT_006,5,Box
PRD_105,Black Tea,Black tea is a fully oxidized tea with a robust and bold flavor. It's commonly served with or without milk and sugar and can vary in taste from malty to fruity.,CAT_006,5,Box
PRD_106,White Tea,White tea is a delicate and minimally processed tea made from young tea leaves and buds. It has a light and slightly sweet flavor with subtle floral notes.,CAT_006,5,Box
PRD_107,Americano,An Americano is a coffee drink made by diluting a shot of espresso with hot water. It results in a milder coffee flavor and is often enjoyed black or with added cream and sugar.,CAT_006,4,Cup
PRD_108,Mocha,"Mocha is a coffee beverage that combines espresso with chocolate, typically in the form of cocoa powder or chocolate syrup. It's known for its rich and indulgent flavor.",CAT_006,5,Cup
PRD_109,Cappucino,"A cappuccino is an espresso-based coffee drink that consists of equal parts espresso, steamed milk, and milk foam. It's known for its balanced and creamy texture.",CAT_006,5,Cup
PRD_110,Latte,A latte is a coffee drink made with espresso and a larger amount of steamed milk. It has a mild coffee flavor and is often topped with a small amount of milk foam.,CAT_006,4,Cup
PRD_111,Espresso,Espresso is a concentrated coffee beverage made by forcing hot water through finely-ground coffee beans. It has a strong and bold flavor with a rich crema on top.,CAT_006,3,Shot
PRD_112,Vodka,Vodka is a clear and neutral spirit known for its high alcohol content and versatility in cocktails. It has a clean and neutral taste.,CAT_006,30,Bottle
PRD_113,Rum,"Rum is a distilled spirit made from sugarcane or molasses. It comes in various types, including light, dark, and spiced, with flavors ranging from sweet to robust.",CAT_006,25,Bottle
PRD_114,Tequila,"Tequila is a distilled spirit made from the fermented juice of the blue agave plant. It's known for its unique and often bold flavor, with varieties ranging from blanco (silver) to añejo (aged).",CAT_006,40,Bottle
PRD_115,Whiskey,"Whiskey is a distilled spirit made from fermented grain mash, which can include barley, corn, rye, or wheat. It offers a diverse range of flavors and styles, including bourbon, Scotch, and more.",CAT_006,90,Bottle
PRD_116,Gin,"Gin is a clear spirit flavored with botanicals, primarily juniper berries. It has a distinct herbal and aromatic flavor and is a key ingredient in classic cocktails like the gin and tonic.",CAT_006,30,Bottle
PRD_117,Glass and Window Cleaners,"Glass and window cleaners are formulated to remove dirt, streaks, and smudges from glass surfaces, leaving them clear and shiny.",CAT_007,5,Bottle
PRD_118,Bathroom Cleaners,"Bathroom cleaners are specifically designed to clean and disinfect bathroom surfaces, including sinks, showers, tubs, and toilets. They help eliminate mold, mildew, and soap scum.",CAT_007,7,Bottle
PRD_119,Disinfectant Cleaners,"Disinfectant cleaners are household cleaning products that contain active ingredients designed to kill germs, bacteria, and viruses on various surfaces. They are commonly used for sanitizing.",CAT_007,8,Bottle
PRD_120,Floor Cleaners,"oor cleaners are formulated to clean and maintain different types of flooring, such as tile, hardwood, laminate, or vinyl. They help remove dirt and stains while leaving floors looking clean and shiny.",CAT_007,7,Bottle
PRD_121,Laundry Detergent,"Laundry detergent is a cleaning product specifically designed for washing clothes. It comes in various forms, including liquid, powder, and pods, and contains cleaning agents that remove dirt, stains, and odors from clothing during the washing process. Laundry detergents are available in various scents and formulations to cater to different washing machine types and laundry needs.",CAT_007,20,Bottle
PRD_122,Fabric Softener,"Fabric softener is a laundry product used in the washing machine to add a layer of softness and freshness to clothing and linens. It helps reduce static cling, makes fabrics feel smoother, and imparts a pleasant scent. Fabric softeners are available in liquid or sheet form and can enhance the comfort and aroma of freshly laundered items.",CAT_007,10,Bottle
PRD_123,Bleach,"Bleach is a powerful disinfectant and cleaning agent used to whiten and sanitize laundry, remove stains, and disinfect surfaces. It is available in both chlorine bleach and oxygen bleach varieties. Chlorine bleach is effective for whitening and disinfection, while oxygen bleach is gentler on fabrics and colored items.",CAT_007,5,Bottle
PRD_124,Stain Removers,"Stain removers are specialized cleaning products designed to target and remove specific stains, such as grease, ink, wine, or grass. They come in various forms, including sprays, gels, sticks, and pens, and are applied directly to stains before washing or as a pre-treatment to help lift and eliminate the stain.",CAT_007,10,Bottle
PRD_125,Dishwasher Detergent,"Dishwasher detergent is a cleaning product specifically formulated for use in automatic dishwashers. It contains enzymes and surfactants that break down and remove food residue and grease from dishes, glasses, and utensils. Dishwasher detergents are available in various forms, including powder, gel, and tabs, and are essential for achieving sparkling clean dishes.",CAT_007,15,Bottle
PRD_126,Dishwasher Rinse Aid,"Dishwasher rinse aid is an additive used in automatic dishwashers to improve the drying process and reduce water spots and streaks on dishes. It helps water sheet off dishes more evenly, allowing them to dry more efficiently and with a shine. Rinse aid is especially beneficial in hard water areas.",CAT_007,10,Box
PRD_127,Dish Brush,"A dish brush is a kitchen cleaning tool with bristles designed for scrubbing and cleaning dishes, pots, pans, and utensils. It typically has a handle for a comfortable grip and is used in conjunction with dishwashing soap to remove food residues and grease from surfaces.",CAT_007,5,Bottle
PRD_128,Dishwasher Deodorizers,Dishwasher deodorizers are products designed to combat unpleasant odors that can develop inside dishwashers over time. They contain odor-fighting agents that help keep the dishwasher smelling fresh and clean. Deodorizers are usually placed in the dishwasher during a cycle to neutralize odors and leave a pleasant fragrance.,CAT_007,10,Pcs
PRD_129,Monday Haircare Volume Shampoo and Conditioner,"Say hello to the newest kid on the supermarket block. Monday promises salon-quality products at affordable prices – not to mention the range is also free of any nasties. The bottles are made with recycled plastic and they look SO CUTE in your bathroom. We’re fans of the volume version, but they have shampoo and conditioner sets available in smoothing, repairing and, sensitive-friendly variations too.",CAT_008,10,Bottle
PRD_130,Sukin Hydrating Shampoo and Conditioner,"Those who love affordable and natural haircare, swear by Sukin. The hydrating shampoo and conditioner combo contains shea butter and coconut to tame frizz and repair dry and damaged hair, while olive oil strengthens and adds shine.",CAT_008,15,Bottle
PRD_131,OGX Argan Oil of Morocco Shampoo and Conditioner,"If you haven’t already tried this household fave, then well, you really need to. Guaranteed silky, heavenly perfection. The hydrating argan oil helps protect hair from heat and UV damage, plus it’s also available in a travel size option if you want to try before committing. ",CAT_008,20,Bottle
PRD_132,Garnier Hair Food,"Garnier’s Hair Food range, which comes in papaya, goji and macadamia (just to name a few), can be used as a hair mask, intense conditioner or leave-in treatment. 

The delicious, natural and vegan treatments are suitable for coloured hair and are a fast way to get healthy and smooth locks.",CAT_008,12,Bottle
PRD_133,TRESemmé Violet Blonde Shampoo and Conditioner,"This duo is great for those who want to give their blonde hair a refresh, but can’t get to the salon for a toner. TRESemmé’s first range specifically for blondes, combines pearl extract and violet toning pigment to help neutralise brassy and yellow tones.",CAT_008,15,Bottle
PRD_134,Olay Regenerist Micro-Sculpting Cream,"Olay Regenerist Micro-Sculpting Cream is a high-performance anti-aging moisturizer. It is designed to hydrate and revitalize the skin, reducing the appearance of fine lines and wrinkles. This cream is known for its advanced formula that contains ingredients to promote firmer, more youthful-looking skin.",CAT_008,35,Jar
PRD_135,Cetaphil Daily Hydrating Lotion with Hyaluronic Acid,"Cetaphil Daily Hydrating Lotion is a lightweight, non-greasy moisturizer enriched with hyaluronic acid. It is specially formulated to provide long-lasting hydration to the skin while maintaining a gentle and non-irritating formula suitable for daily use.",CAT_008,20,Bottle
PRD_136,Olay Advanced Cleansing System,"The Olay Advanced Cleansing System is an electronic facial cleansing brush designed to exfoliate and cleanse the skin effectively. It helps remove dirt, oil, and makeup, leaving the skin feeling smoother and refreshed.",CAT_008,40,pcs
PRD_137,Garnier Skin Active Hydra Bomb Tissue Face Mask Green Tea,"The Garnier Skin Active Hydra Bomb Tissue Face Mask infused with green tea extract is a sheet mask designed to hydrate and refresh the skin. It provides a relaxing and nourishing experience, leaving the skin feeling revitalized and glowing.",CAT_008,4,Pcs
PRD_138,Asda Protect Moisturising Sun Lotion SPF30,Asda Protect Moisturising Sun Lotion SPF30 is a sunscreen lotion designed to protect the skin from harmful UV rays while providing moisturization. It's suitable for use during outdoor activities and offers broad-spectrum sun protection.,CAT_008,10,Bottle
