delivery_id,order_date,arrival_date,supplier_id,warehouse_id,product_id,unit_price,qty
DVSW_000006,02/05/2022,02/10/2022,SUPP_009,WRH_005,PRD_164,0.78,31
DVSW_000006,02/05/2022,02/10/2022,SUPP_009,WRH_005,PRD_270,1.09,38
DVSW_000007,02/06/2022,02/21/2022,SUPP_003,WRH_004,PRD_085,0.64,32
DVSW_000007,02/06/2022,02/21/2022,SUPP_003,WRH_004,PRD_145,2.24,40
DVSW_000007,02/06/2022,02/21/2022,SUPP_003,WRH_004,PRD_188,0.98,10
DVSW_000007,02/06/2022,02/21/2022,SUPP_003,WRH_004,PRD_190,1.22,13
DVSW_000007,02/06/2022,02/21/2022,SUPP_003,WRH_004,PRD_168,25.44,47
DVSW_000008,02/13/2022,02/28/2022,SUPP_006,WRH_006,PRD_052,1.7,23
DVSW_000008,02/13/2022,02/28/2022,SUPP_006,WRH_006,PRD_054,2.95,15
DVSW_000008,02/13/2022,02/28/2022,SUPP_006,WRH_006,PRD_296,324.23,41
DVSW_000008,02/13/2022,02/28/2022,SUPP_006,WRH_006,PRD_228,9.95,22
DVSW_000008,02/13/2022,02/28/2022,SUPP_006,WRH_006,PRD_273,8.73,28
DVSW_000009,02/17/2022,02/24/2022,SUPP_001,WRH_008,PRD_134,4,34
DVSW_000009,02/17/2022,02/24/2022,SUPP_001,WRH_008,PRD_125,7.55,30
DVSW_000009,02/17/2022,02/24/2022,SUPP_001,WRH_008,PRD_246,2.19,33
DVSW_000009,02/17/2022,02/24/2022,SUPP_001,WRH_008,PRD_281,0.85,49
DVSW_000009,02/17/2022,02/24/2022,SUPP_001,WRH_008,PRD_250,19.57,50
DVSW_000009,02/17/2022,02/24/2022,SUPP_001,WRH_008,PRD_178,0.13,40
DVSW_000009,02/17/2022,02/24/2022,SUPP_001,WRH_008,PRD_218,1.62,12
DVSW_000009,02/17/2022,02/24/2022,SUPP_001,WRH_008,PRD_102,1.16,18
DVSW_000010,02/20/2022,03/04/2022,SUPP_023,WRH_008,PRD_032,0.87,23
DVSW_000010,02/20/2022,03/04/2022,SUPP_023,WRH_008,PRD_275,0.22,22
DVSW_000010,02/20/2022,03/04/2022,SUPP_023,WRH_008,PRD_078,0.38,46
DVSW_000010,02/20/2022,03/04/2022,SUPP_023,WRH_008,PRD_041,13.62,17
DVSW_000010,02/20/2022,03/04/2022,SUPP_023,WRH_008,PRD_183,19.26,34
DVSW_000010,02/20/2022,03/04/2022,SUPP_023,WRH_008,PRD_085,2.91,28
DVSW_000010,02/20/2022,03/04/2022,SUPP_023,WRH_008,PRD_064,0.49,14
DVSW_000011,02/24/2022,03/09/2022,SUPP_019,WRH_001,PRD_252,29.85,20
DVSW_000011,02/24/2022,03/09/2022,SUPP_019,WRH_001,PRD_234,2.18,21
DVSW_000011,02/24/2022,03/09/2022,SUPP_019,WRH_001,PRD_125,10.32,48
DVSW_000011,02/24/2022,03/09/2022,SUPP_019,WRH_001,PRD_262,19.58,43
DVSW_000011,02/24/2022,03/09/2022,SUPP_019,WRH_001,PRD_244,1.51,35
DVSW_000011,02/24/2022,03/09/2022,SUPP_019,WRH_001,PRD_039,11.92,19
DVSW_000011,02/24/2022,03/09/2022,SUPP_019,WRH_001,PRD_053,5.98,35
DVSW_000012,02/25/2022,03/09/2022,SUPP_012,WRH_002,PRD_304,11.91,42
DVSW_000012,02/25/2022,03/09/2022,SUPP_012,WRH_002,PRD_249,42.99,15
DVSW_000012,02/25/2022,03/09/2022,SUPP_012,WRH_002,PRD_019,1.1,49
DVSW_000012,02/25/2022,03/09/2022,SUPP_012,WRH_002,PRD_240,1.93,49
DVSW_000012,02/25/2022,03/09/2022,SUPP_012,WRH_002,PRD_124,9.54,49
DVSW_000012,02/25/2022,03/09/2022,SUPP_012,WRH_002,PRD_119,4.44,16
DVSW_000012,02/25/2022,03/09/2022,SUPP_012,WRH_002,PRD_189,2.53,24
DVSW_000012,02/25/2022,03/09/2022,SUPP_012,WRH_002,PRD_261,6.1,21
DVSW_000013,03/07/2022,03/22/2022,SUPP_018,WRH_006,PRD_307,148.59,13
DVSW_000013,03/07/2022,03/22/2022,SUPP_018,WRH_006,PRD_028,1.36,20
DVSW_000013,03/07/2022,03/22/2022,SUPP_018,WRH_006,PRD_230,24.56,45
DVSW_000013,03/07/2022,03/22/2022,SUPP_018,WRH_006,PRD_288,21.14,48
DVSW_000013,03/07/2022,03/22/2022,SUPP_018,WRH_006,PRD_134,8.26,13
DVSW_000013,03/07/2022,03/22/2022,SUPP_018,WRH_006,PRD_187,2.83,36
DVSW_000013,03/07/2022,03/22/2022,SUPP_018,WRH_006,PRD_197,0.29,41
DVSW_000013,03/07/2022,03/22/2022,SUPP_018,WRH_006,PRD_035,4.95,12
DVSW_000013,03/07/2022,03/22/2022,SUPP_018,WRH_006,PRD_022,9.78,41
DVSW_000013,03/07/2022,03/22/2022,SUPP_018,WRH_006,PRD_142,4.39,18
DVSW_000014,03/09/2022,03/12/2022,SUPP_017,WRH_004,PRD_087,4.52,39
DVSW_000014,03/09/2022,03/12/2022,SUPP_017,WRH_004,PRD_243,0.55,40
DVSW_000014,03/09/2022,03/12/2022,SUPP_017,WRH_004,PRD_153,0.83,22
DVSW_000014,03/09/2022,03/12/2022,SUPP_017,WRH_004,PRD_097,1.56,46
DVSW_000014,03/09/2022,03/12/2022,SUPP_017,WRH_004,PRD_280,35.1,46
DVSW_000014,03/09/2022,03/12/2022,SUPP_017,WRH_004,PRD_233,12.25,29
DVSW_000014,03/09/2022,03/12/2022,SUPP_017,WRH_004,PRD_220,9.99,19
DVSW_000015,03/14/2022,03/22/2022,SUPP_013,WRH_005,PRD_022,18.77,41
DVSW_000015,03/14/2022,03/22/2022,SUPP_013,WRH_005,PRD_128,8.43,11
DVSW_000015,03/14/2022,03/22/2022,SUPP_013,WRH_005,PRD_119,4.17,14
DVSW_000015,03/14/2022,03/22/2022,SUPP_013,WRH_005,PRD_168,20.9,45
DVSW_000015,03/14/2022,03/22/2022,SUPP_013,WRH_005,PRD_265,6.78,29
DVSW_000015,03/14/2022,03/22/2022,SUPP_013,WRH_005,PRD_203,31.95,47
DVSW_000015,03/14/2022,03/22/2022,SUPP_013,WRH_005,PRD_088,3.02,23
DVSW_000015,03/14/2022,03/22/2022,SUPP_013,WRH_005,PRD_242,3.79,28
DVSW_000015,03/14/2022,03/22/2022,SUPP_013,WRH_005,PRD_133,4.15,24
DVSW_000015,03/14/2022,03/22/2022,SUPP_013,WRH_005,PRD_161,4.89,17
DVSW_000016,03/20/2022,04/04/2022,SUPP_037,WRH_005,PRD_025,70.53,40
DVSW_000016,03/20/2022,04/04/2022,SUPP_037,WRH_005,PRD_060,5.24,39
DVSW_000016,03/20/2022,04/04/2022,SUPP_037,WRH_005,PRD_289,0.18,34
DVSW_000016,03/20/2022,04/04/2022,SUPP_037,WRH_005,PRD_108,2.03,31
DVSW_000016,03/20/2022,04/04/2022,SUPP_037,WRH_005,PRD_075,2.59,38
DVSW_000016,03/20/2022,04/04/2022,SUPP_037,WRH_005,PRD_147,0.12,34
DVSW_000016,03/20/2022,04/04/2022,SUPP_037,WRH_005,PRD_067,1.5,42
DVSW_000016,03/20/2022,04/04/2022,SUPP_037,WRH_005,PRD_250,90.87,33
DVSW_000016,03/20/2022,04/04/2022,SUPP_037,WRH_005,PRD_293,220.84,28
DVSW_000017,03/26/2022,04/08/2022,SUPP_032,WRH_001,PRD_032,0.89,28
DVSW_000017,03/26/2022,04/08/2022,SUPP_032,WRH_001,PRD_218,5.97,29
DVSW_000017,03/26/2022,04/08/2022,SUPP_032,WRH_001,PRD_186,15.87,32
DVSW_000017,03/26/2022,04/08/2022,SUPP_032,WRH_001,PRD_070,0.37,21
DVSW_000017,03/26/2022,04/08/2022,SUPP_032,WRH_001,PRD_048,2.8,35
DVSW_000017,03/26/2022,04/08/2022,SUPP_032,WRH_001,PRD_019,0.4,14
DVSW_000017,03/26/2022,04/08/2022,SUPP_032,WRH_001,PRD_072,1.89,37
DVSW_000017,03/26/2022,04/08/2022,SUPP_032,WRH_001,PRD_086,1.62,33
DVSW_000017,03/26/2022,04/08/2022,SUPP_032,WRH_001,PRD_287,14.4,43
DVSW_000017,03/26/2022,04/08/2022,SUPP_032,WRH_001,PRD_088,1.03,28
DVSW_000018,03/28/2022,04/04/2022,SUPP_006,WRH_009,PRD_285,4.2,13
DVSW_000018,03/28/2022,04/04/2022,SUPP_006,WRH_009,PRD_165,9.54,15
DVSW_000018,03/28/2022,04/04/2022,SUPP_006,WRH_009,PRD_239,3.75,45
DVSW_000018,03/28/2022,04/04/2022,SUPP_006,WRH_009,PRD_198,3.37,30
DVSW_000018,03/28/2022,04/04/2022,SUPP_006,WRH_009,PRD_256,16,16
DVSW_000019,03/31/2022,04/05/2022,SUPP_039,WRH_006,PRD_228,3.73,23
DVSW_000019,03/31/2022,04/05/2022,SUPP_039,WRH_006,PRD_043,1.11,41
DVSW_000019,03/31/2022,04/05/2022,SUPP_039,WRH_006,PRD_152,1.59,43
DVSW_000019,03/31/2022,04/05/2022,SUPP_039,WRH_006,PRD_259,5.84,29
DVSW_000019,03/31/2022,04/05/2022,SUPP_039,WRH_006,PRD_307,183.19,35
DVSW_000019,03/31/2022,04/05/2022,SUPP_039,WRH_006,PRD_140,2.86,45
DVSW_000019,03/31/2022,04/05/2022,SUPP_039,WRH_006,PRD_100,0.77,13
DVSW_000019,03/31/2022,04/05/2022,SUPP_039,WRH_006,PRD_304,24.31,23
DVSW_000019,03/31/2022,04/05/2022,SUPP_039,WRH_006,PRD_121,16.77,13
DVSW_000019,03/31/2022,04/05/2022,SUPP_039,WRH_006,PRD_265,20.74,32
DVSW_000020,04/07/2022,04/10/2022,SUPP_030,WRH_006,PRD_166,18.6,24
DVSW_000020,04/07/2022,04/10/2022,SUPP_030,WRH_006,PRD_127,4.74,48
DVSW_000020,04/07/2022,04/10/2022,SUPP_030,WRH_006,PRD_211,26.9,28
DVSW_000020,04/07/2022,04/10/2022,SUPP_030,WRH_006,PRD_077,2.02,13
DVSW_000020,04/07/2022,04/10/2022,SUPP_030,WRH_006,PRD_068,3.45,42
DVSW_000021,04/16/2022,04/21/2022,SUPP_039,WRH_001,PRD_204,16.5,27
DVSW_000021,04/16/2022,04/21/2022,SUPP_039,WRH_001,PRD_088,3.97,48
DVSW_000021,04/16/2022,04/21/2022,SUPP_039,WRH_001,PRD_276,2.5,43
DVSW_000021,04/16/2022,04/21/2022,SUPP_039,WRH_001,PRD_143,2.37,38
DVSW_000021,04/16/2022,04/21/2022,SUPP_039,WRH_001,PRD_242,3.39,46
DVSW_000021,04/16/2022,04/21/2022,SUPP_039,WRH_001,PRD_189,3.69,29
DVSW_000021,04/16/2022,04/21/2022,SUPP_039,WRH_001,PRD_061,2.03,48
DVSW_000021,04/16/2022,04/21/2022,SUPP_039,WRH_001,PRD_144,4.73,29
DVSW_000022,04/25/2022,05/06/2022,SUPP_016,WRH_005,PRD_253,50.82,44
DVSW_000022,04/25/2022,05/06/2022,SUPP_016,WRH_005,PRD_147,2.94,27
DVSW_000022,04/25/2022,05/06/2022,SUPP_016,WRH_005,PRD_001,0.9,28
DVSW_000022,04/25/2022,05/06/2022,SUPP_016,WRH_005,PRD_213,4.49,36
DVSW_000022,04/25/2022,05/06/2022,SUPP_016,WRH_005,PRD_228,3.62,15
DVSW_000022,04/25/2022,05/06/2022,SUPP_016,WRH_005,PRD_125,14.3,29
DVSW_000023,04/28/2022,05/03/2022,SUPP_039,WRH_009,PRD_142,8.88,27
DVSW_000023,04/28/2022,05/03/2022,SUPP_039,WRH_009,PRD_125,14.28,25
DVSW_000023,04/28/2022,05/03/2022,SUPP_039,WRH_009,PRD_112,14.95,26
DVSW_000023,04/28/2022,05/03/2022,SUPP_039,WRH_009,PRD_084,3.28,28
DVSW_000023,04/28/2022,05/03/2022,SUPP_039,WRH_009,PRD_029,1.85,26
DVSW_000023,04/28/2022,05/03/2022,SUPP_039,WRH_009,PRD_065,1.19,13
DVSW_000023,04/28/2022,05/03/2022,SUPP_039,WRH_009,PRD_100,1.42,33
DVSW_000023,04/28/2022,05/03/2022,SUPP_039,WRH_009,PRD_019,2.99,31
DVSW_000024,05/04/2022,05/15/2022,SUPP_031,WRH_003,PRD_267,3.71,24
DVSW_000024,05/04/2022,05/15/2022,SUPP_031,WRH_003,PRD_190,2.35,19
DVSW_000024,05/04/2022,05/15/2022,SUPP_031,WRH_003,PRD_224,0.71,29
DVSW_000024,05/04/2022,05/15/2022,SUPP_031,WRH_003,PRD_130,14.16,35
DVSW_000024,05/04/2022,05/15/2022,SUPP_031,WRH_003,PRD_152,0.28,20
DVSW_000025,05/06/2022,05/14/2022,SUPP_020,WRH_003,PRD_231,0.62,27
DVSW_000025,05/06/2022,05/14/2022,SUPP_020,WRH_003,PRD_145,3.18,13
DVSW_000025,05/06/2022,05/14/2022,SUPP_020,WRH_003,PRD_117,0.65,10
DVSW_000025,05/06/2022,05/14/2022,SUPP_020,WRH_003,PRD_269,0.17,21
DVSW_000025,05/06/2022,05/14/2022,SUPP_020,WRH_003,PRD_027,8.19,35
DVSW_000026,05/11/2022,05/19/2022,SUPP_014,WRH_008,PRD_064,0.36,40
DVSW_000026,05/11/2022,05/19/2022,SUPP_014,WRH_008,PRD_241,6.41,14
DVSW_000026,05/11/2022,05/19/2022,SUPP_014,WRH_008,PRD_282,8.23,32
DVSW_000026,05/11/2022,05/19/2022,SUPP_014,WRH_008,PRD_041,17.66,21
DVSW_000026,05/11/2022,05/19/2022,SUPP_014,WRH_008,PRD_067,3.61,21
DVSW_000026,05/11/2022,05/19/2022,SUPP_014,WRH_008,PRD_277,8.21,50
DVSW_000026,05/11/2022,05/19/2022,SUPP_014,WRH_008,PRD_185,18.03,45
DVSW_000027,05/21/2022,05/27/2022,SUPP_037,WRH_009,PRD_021,0.1,15
DVSW_000027,05/21/2022,05/27/2022,SUPP_037,WRH_009,PRD_070,3.93,11
DVSW_000027,05/21/2022,05/27/2022,SUPP_037,WRH_009,PRD_066,0.56,43
DVSW_000027,05/21/2022,05/27/2022,SUPP_037,WRH_009,PRD_090,1.86,22
DVSW_000027,05/21/2022,05/27/2022,SUPP_037,WRH_009,PRD_250,68.5,45
DVSW_000027,05/21/2022,05/27/2022,SUPP_037,WRH_009,PRD_035,2.73,44
DVSW_000027,05/21/2022,05/27/2022,SUPP_037,WRH_009,PRD_147,3.7,22
DVSW_000027,05/21/2022,05/27/2022,SUPP_037,WRH_009,PRD_009,3.58,33
DVSW_000027,05/21/2022,05/27/2022,SUPP_037,WRH_009,PRD_294,564.71,18
DVSW_000028,05/26/2022,06/03/2022,SUPP_015,WRH_003,PRD_277,7.72,26
DVSW_000028,05/26/2022,06/03/2022,SUPP_015,WRH_003,PRD_238,8.32,44
DVSW_000028,05/26/2022,06/03/2022,SUPP_015,WRH_003,PRD_102,0.84,16
DVSW_000028,05/26/2022,06/03/2022,SUPP_015,WRH_003,PRD_152,0.73,32
DVSW_000028,05/26/2022,06/03/2022,SUPP_015,WRH_003,PRD_010,3.49,40
DVSW_000028,05/26/2022,06/03/2022,SUPP_015,WRH_003,PRD_079,0.4,41
DVSW_000028,05/26/2022,06/03/2022,SUPP_015,WRH_003,PRD_198,2.59,21
DVSW_000028,05/26/2022,06/03/2022,SUPP_015,WRH_003,PRD_253,77.36,34
DVSW_000028,05/26/2022,06/03/2022,SUPP_015,WRH_003,PRD_001,0.52,37
DVSW_000028,05/26/2022,06/03/2022,SUPP_015,WRH_003,PRD_252,12.36,29
DVSW_000029,06/04/2022,06/11/2022,SUPP_014,WRH_003,PRD_231,2.58,44
DVSW_000029,06/04/2022,06/11/2022,SUPP_014,WRH_003,PRD_003,1.5,17
DVSW_000029,06/04/2022,06/11/2022,SUPP_014,WRH_003,PRD_029,3.98,29
DVSW_000029,06/04/2022,06/11/2022,SUPP_014,WRH_003,PRD_031,0.34,38
DVSW_000029,06/04/2022,06/11/2022,SUPP_014,WRH_003,PRD_140,11.63,24
DVSW_000029,06/04/2022,06/11/2022,SUPP_014,WRH_003,PRD_076,1.26,42
DVSW_000029,06/04/2022,06/11/2022,SUPP_014,WRH_003,PRD_159,3.96,43
DVSW_000029,06/04/2022,06/11/2022,SUPP_014,WRH_003,PRD_227,18.74,49
DVSW_000029,06/04/2022,06/11/2022,SUPP_014,WRH_003,PRD_061,5.47,26
DVSW_000030,06/14/2022,06/20/2022,SUPP_003,WRH_001,PRD_045,3.24,32
DVSW_000030,06/14/2022,06/20/2022,SUPP_003,WRH_001,PRD_232,12.08,14
DVSW_000030,06/14/2022,06/20/2022,SUPP_003,WRH_001,PRD_164,9.44,12
DVSW_000030,06/14/2022,06/20/2022,SUPP_003,WRH_001,PRD_235,10.91,16
DVSW_000030,06/14/2022,06/20/2022,SUPP_003,WRH_001,PRD_196,2.63,22
DVSW_000030,06/14/2022,06/20/2022,SUPP_003,WRH_001,PRD_005,3.07,47
DVSW_000031,06/15/2022,06/19/2022,SUPP_003,WRH_009,PRD_229,7.79,28
DVSW_000031,06/15/2022,06/19/2022,SUPP_003,WRH_009,PRD_082,3.06,21
DVSW_000031,06/15/2022,06/19/2022,SUPP_003,WRH_009,PRD_200,5.88,45
DVSW_000031,06/15/2022,06/19/2022,SUPP_003,WRH_009,PRD_230,17.62,20
DVSW_000031,06/15/2022,06/19/2022,SUPP_003,WRH_009,PRD_293,356.37,13
DVSW_000032,06/20/2022,07/01/2022,SUPP_031,WRH_001,PRD_303,319.44,33
DVSW_000032,06/20/2022,07/01/2022,SUPP_031,WRH_001,PRD_042,3.44,16
DVSW_000032,06/20/2022,07/01/2022,SUPP_031,WRH_001,PRD_231,8.15,40
DVSW_000032,06/20/2022,07/01/2022,SUPP_031,WRH_001,PRD_211,23.91,25
DVSW_000032,06/20/2022,07/01/2022,SUPP_031,WRH_001,PRD_058,3.8,49
DVSW_000033,06/23/2022,07/03/2022,SUPP_036,WRH_005,PRD_099,1.35,12
DVSW_000033,06/23/2022,07/03/2022,SUPP_036,WRH_005,PRD_112,27.68,13
DVSW_000033,06/23/2022,07/03/2022,SUPP_036,WRH_005,PRD_100,1.84,25
DVSW_000033,06/23/2022,07/03/2022,SUPP_036,WRH_005,PRD_163,56.19,16
DVSW_000033,06/23/2022,07/03/2022,SUPP_036,WRH_005,PRD_146,4.34,24
DVSW_000033,06/23/2022,07/03/2022,SUPP_036,WRH_005,PRD_223,17.27,12
DVSW_000033,06/23/2022,07/03/2022,SUPP_036,WRH_005,PRD_255,3.74,15
DVSW_000033,06/23/2022,07/03/2022,SUPP_036,WRH_005,PRD_266,7.34,32
DVSW_000034,06/27/2022,07/01/2022,SUPP_009,WRH_008,PRD_264,12.55,29
DVSW_000034,06/27/2022,07/01/2022,SUPP_009,WRH_008,PRD_074,8.97,33
DVSW_000034,06/27/2022,07/01/2022,SUPP_009,WRH_008,PRD_063,2.19,30
DVSW_000034,06/27/2022,07/01/2022,SUPP_009,WRH_008,PRD_040,3.6,40
DVSW_000034,06/27/2022,07/01/2022,SUPP_009,WRH_008,PRD_243,1.79,23
DVSW_000034,06/27/2022,07/01/2022,SUPP_009,WRH_008,PRD_006,2.99,46
DVSW_000034,06/27/2022,07/01/2022,SUPP_009,WRH_008,PRD_248,6.97,24
DVSW_000034,06/27/2022,07/01/2022,SUPP_009,WRH_008,PRD_120,5.3,41
DVSW_000034,06/27/2022,07/01/2022,SUPP_009,WRH_008,PRD_232,13.29,20
DVSW_000034,06/27/2022,07/01/2022,SUPP_009,WRH_008,PRD_200,0.9,49
DVSW_000035,07/04/2022,07/05/2022,SUPP_032,WRH_006,PRD_058,1.66,19
DVSW_000035,07/04/2022,07/05/2022,SUPP_032,WRH_006,PRD_055,9.57,29
DVSW_000035,07/04/2022,07/05/2022,SUPP_032,WRH_006,PRD_254,1.11,13
DVSW_000035,07/04/2022,07/05/2022,SUPP_032,WRH_006,PRD_165,23.92,35
DVSW_000035,07/04/2022,07/05/2022,SUPP_032,WRH_006,PRD_119,1.3,37
DVSW_000035,07/04/2022,07/05/2022,SUPP_032,WRH_006,PRD_144,3.59,19
DVSW_000035,07/04/2022,07/05/2022,SUPP_032,WRH_006,PRD_171,8.39,32
DVSW_000035,07/04/2022,07/05/2022,SUPP_032,WRH_006,PRD_201,6.53,25
DVSW_000035,07/04/2022,07/05/2022,SUPP_032,WRH_006,PRD_174,8.11,47
DVSW_000036,07/06/2022,07/19/2022,SUPP_002,WRH_008,PRD_181,16.03,50
DVSW_000036,07/06/2022,07/19/2022,SUPP_002,WRH_008,PRD_071,4.58,48
DVSW_000036,07/06/2022,07/19/2022,SUPP_002,WRH_008,PRD_251,1.95,40
DVSW_000036,07/06/2022,07/19/2022,SUPP_002,WRH_008,PRD_014,1.03,13
DVSW_000036,07/06/2022,07/19/2022,SUPP_002,WRH_008,PRD_120,4.74,14
DVSW_000036,07/06/2022,07/19/2022,SUPP_002,WRH_008,PRD_174,8.41,17
DVSW_000037,07/09/2022,07/14/2022,SUPP_003,WRH_002,PRD_216,13.99,31
DVSW_000037,07/09/2022,07/14/2022,SUPP_003,WRH_002,PRD_046,3.23,45
DVSW_000037,07/09/2022,07/14/2022,SUPP_003,WRH_002,PRD_285,2.27,45
DVSW_000037,07/09/2022,07/14/2022,SUPP_003,WRH_002,PRD_019,1.91,46
DVSW_000037,07/09/2022,07/14/2022,SUPP_003,WRH_002,PRD_270,9.88,19
DVSW_000037,07/09/2022,07/14/2022,SUPP_003,WRH_002,PRD_139,11.18,13
DVSW_000037,07/09/2022,07/14/2022,SUPP_003,WRH_002,PRD_098,0.32,19
DVSW_000038,07/13/2022,07/28/2022,SUPP_025,WRH_008,PRD_206,14.14,20
DVSW_000038,07/13/2022,07/28/2022,SUPP_025,WRH_008,PRD_215,7.93,30
DVSW_000038,07/13/2022,07/28/2022,SUPP_025,WRH_008,PRD_048,1.92,37
DVSW_000038,07/13/2022,07/28/2022,SUPP_025,WRH_008,PRD_271,3.64,22
DVSW_000038,07/13/2022,07/28/2022,SUPP_025,WRH_008,PRD_272,50.35,12
DVSW_000038,07/13/2022,07/28/2022,SUPP_025,WRH_008,PRD_103,1.21,43
DVSW_000039,07/17/2022,08/01/2022,SUPP_015,WRH_004,PRD_108,4.72,32
DVSW_000039,07/17/2022,08/01/2022,SUPP_015,WRH_004,PRD_075,0.25,29
DVSW_000039,07/17/2022,08/01/2022,SUPP_015,WRH_004,PRD_173,2.56,44
DVSW_000039,07/17/2022,08/01/2022,SUPP_015,WRH_004,PRD_227,24.71,13
DVSW_000039,07/17/2022,08/01/2022,SUPP_015,WRH_004,PRD_206,45.36,47
DVSW_000039,07/17/2022,08/01/2022,SUPP_015,WRH_004,PRD_207,18.13,18
DVSW_000039,07/17/2022,08/01/2022,SUPP_015,WRH_004,PRD_272,55.88,15
DVSW_000039,07/17/2022,08/01/2022,SUPP_015,WRH_004,PRD_191,9.65,50
DVSW_000039,07/17/2022,08/01/2022,SUPP_015,WRH_004,PRD_171,6.92,41
DVSW_000040,07/25/2022,08/04/2022,SUPP_027,WRH_005,PRD_161,7.77,26
DVSW_000040,07/25/2022,08/04/2022,SUPP_027,WRH_005,PRD_210,8.72,40
DVSW_000040,07/25/2022,08/04/2022,SUPP_027,WRH_005,PRD_041,3.6,48
DVSW_000040,07/25/2022,08/04/2022,SUPP_027,WRH_005,PRD_025,139.31,49
DVSW_000040,07/25/2022,08/04/2022,SUPP_027,WRH_005,PRD_107,1.85,25
DVSW_000041,07/27/2022,7/31/2022,SUPP_030,WRH_004,PRD_153,0.58,48
